,annotator_labels,captionID,gold_label,pairID,sentence1,sentence1_binary_parse,sentence1_parse,sentence2,sentence2_binary_parse,sentence2_parse
750,"['neutral', 'entailment', 'neutral', 'entailment', 'neutral']",6300032355.jpg#4,neutral,6300032355.jpg#4r1n,"Two people dancing, wearing dance costumes.","( ( ( Two people ) ( ( dancing , ) ( wearing ( dance costumes ) ) ) ) . )","(ROOT (NP (NP (CD Two) (NNS people)) (VP (VP (VBG dancing)) (, ,) (VP (VBG wearing) (NP (NN dance) (NNS costumes)))) (. .)))",The couple are dancing together.,( ( The couple ) ( ( are ( dancing together ) ) . ) ),(ROOT (S (NP (DT The) (NN couple)) (VP (VBP are) (VP (VBG dancing) (ADVP (RB together)))) (. .)))
751,['entailment'],6300032355.jpg#4,entailment,6300032355.jpg#4r1e,"Two people dancing, wearing dance costumes.","( ( ( Two people ) ( ( dancing , ) ( wearing ( dance costumes ) ) ) ) . )","(ROOT (NP (NP (CD Two) (NNS people)) (VP (VP (VBG dancing)) (, ,) (VP (VBG wearing) (NP (NN dance) (NNS costumes)))) (. .)))",The people are moving.,( ( The people ) ( ( are moving ) . ) ),(ROOT (S (NP (DT The) (NNS people)) (VP (VBP are) (VP (VBG moving))) (. .)))
752,['contradiction'],6300032355.jpg#4,contradiction,6300032355.jpg#4r1c,"Two people dancing, wearing dance costumes.","( ( ( Two people ) ( ( dancing , ) ( wearing ( dance costumes ) ) ) ) . )","(ROOT (NP (NP (CD Two) (NNS people)) (VP (VP (VBG dancing)) (, ,) (VP (VBG wearing) (NP (NN dance) (NNS costumes)))) (. .)))",Two people are eating dinner.,( ( Two people ) ( ( are ( eating dinner ) ) . ) ),(ROOT (S (NP (CD Two) (NNS people)) (VP (VBP are) (VP (VBG eating) (NP (NN dinner)))) (. .)))
753,['contradiction'],2848418175.jpg#4,contradiction,2848418175.jpg#4r1c,An english farmer with a horse pulled wagon.,( ( ( An ( english farmer ) ) ( with ( a horse ) ) ) ( ( pulled wagon ) . ) ),(ROOT (S (NP (NP (DT An) (JJ english) (NN farmer)) (PP (IN with) (NP (DT a) (NN horse)))) (VP (VBD pulled) (NP (NN wagon))) (. .))),There is a farmer laying down outdoors,( There ( is ( ( a farmer ) ( ( laying down ) outdoors ) ) ) ),(ROOT (S (NP (EX There)) (VP (VBZ is) (NP (NP (DT a) (NN farmer)) (VP (VBG laying) (PRT (RP down)) (ADVP (RB outdoors)))))))
754,"['entailment', 'entailment', 'entailment', 'entailment', 'entailment']",2848418175.jpg#4,entailment,2848418175.jpg#4r1e,An english farmer with a horse pulled wagon.,( ( ( An ( english farmer ) ) ( with ( a horse ) ) ) ( ( pulled wagon ) . ) ),(ROOT (S (NP (NP (DT An) (JJ english) (NN farmer)) (PP (IN with) (NP (DT a) (NN horse)))) (VP (VBD pulled) (NP (NN wagon))) (. .))),There is a farmer with a horse wagon,( There ( is ( ( a farmer ) ( with ( a ( horse wagon ) ) ) ) ) ),(ROOT (S (NP (EX There)) (VP (VBZ is) (NP (NP (DT a) (NN farmer)) (PP (IN with) (NP (DT a) (NN horse) (NN wagon)))))))
755,['neutral'],2848418175.jpg#4,neutral,2848418175.jpg#4r1n,An english farmer with a horse pulled wagon.,( ( ( An ( english farmer ) ) ( with ( a horse ) ) ) ( ( pulled wagon ) . ) ),(ROOT (S (NP (NP (DT An) (JJ english) (NN farmer)) (PP (IN with) (NP (DT a) (NN horse)))) (VP (VBD pulled) (NP (NN wagon))) (. .))),There is a farmer riding a wagon outdoors,( There ( is ( ( a farmer ) ( ( riding ( a wagon ) ) outdoors ) ) ) ),(ROOT (S (NP (EX There)) (VP (VBZ is) (NP (NP (DT a) (NN farmer)) (VP (VBG riding) (NP (DT a) (NN wagon)) (ADVP (RB outdoors)))))))
756,['contradiction'],4444452893.jpg#1,contradiction,4444452893.jpg#1r1c,Children's soccer game being played while the sun sets in the background.,( ( ( Children 's ) ( soccer ( game being ) ) ) ( ( played ( while ( ( the sun ) ( sets ( in ( the background ) ) ) ) ) ) . ) ),(ROOT (S (NP (NP (NNP Children) (POS 's)) (NN soccer) (NN game) (NN being)) (VP (VBD played) (SBAR (IN while) (S (NP (DT the) (NN sun)) (VP (VBZ sets) (PP (IN in) (NP (DT the) (NN background))))))) (. .))),Old men playing soccer while the sun sets.,( ( ( Old men ) ( ( playing soccer ) ( while ( ( the sun ) sets ) ) ) ) . ),(ROOT (NP (NP (JJ Old) (NNS men)) (VP (VBG playing) (NP (NN soccer)) (SBAR (IN while) (S (NP (DT the) (NN sun)) (VP (VBZ sets))))) (. .)))
757,['entailment'],4444452893.jpg#1,entailment,4444452893.jpg#1r1e,Children's soccer game being played while the sun sets in the background.,( ( ( Children 's ) ( soccer ( game being ) ) ) ( ( played ( while ( ( the sun ) ( sets ( in ( the background ) ) ) ) ) ) . ) ),(ROOT (S (NP (NP (NNP Children) (POS 's)) (NN soccer) (NN game) (NN being)) (VP (VBD played) (SBAR (IN while) (S (NP (DT the) (NN sun)) (VP (VBZ sets) (PP (IN in) (NP (DT the) (NN background))))))) (. .))),Children playing soccer while the sun sets.,( ( Children ( ( playing soccer ) ( while ( ( the sun ) sets ) ) ) ) . ),(ROOT (NP (NP (NNS Children)) (VP (VBG playing) (NP (NN soccer)) (SBAR (IN while) (S (NP (DT the) (NN sun)) (VP (VBZ sets))))) (. .)))
758,['neutral'],4444452893.jpg#1,neutral,4444452893.jpg#1r1n,Children's soccer game being played while the sun sets in the background.,( ( ( Children 's ) ( soccer ( game being ) ) ) ( ( played ( while ( ( the sun ) ( sets ( in ( the background ) ) ) ) ) ) . ) ),(ROOT (S (NP (NP (NNP Children) (POS 's)) (NN soccer) (NN game) (NN being)) (VP (VBD played) (SBAR (IN while) (S (NP (DT the) (NN sun)) (VP (VBZ sets) (PP (IN in) (NP (DT the) (NN background))))))) (. .))),Girls playing soccer while the sun sets.,( ( Girls ( ( playing soccer ) ( while ( ( the sun ) sets ) ) ) ) . ),(ROOT (NP (NP (NNS Girls)) (VP (VBG playing) (NP (NN soccer)) (SBAR (IN while) (S (NP (DT the) (NN sun)) (VP (VBZ sets))))) (. .)))
759,['contradiction'],4444452893.jpg#0,contradiction,4444452893.jpg#0r1c,A soccer game played by a blue team and a red team on a perfectly manicured field at dusk.,( ( A ( soccer game ) ) ( ( ( played ( by ( ( ( a ( blue team ) ) and ) ( a ( red team ) ) ) ) ) ( on ( ( a ( ( perfectly manicured ) field ) ) ( at dusk ) ) ) ) . ) ),(ROOT (S (NP (DT A) (NN soccer) (NN game)) (VP (VBD played) (PP (IN by) (NP (NP (DT a) (JJ blue) (NN team)) (CC and) (NP (DT a) (JJ red) (NN team)))) (PP (IN on) (NP (NP (DT a) (ADJP (RB perfectly) (JJ manicured)) (NN field)) (PP (IN at) (NP (NN dusk)))))) (. .))),No one is playing soccer.,( ( No one ) ( ( is ( playing soccer ) ) . ) ),(ROOT (S (NP (DT No) (NN one)) (VP (VBZ is) (VP (VBG playing) (NP (NN soccer)))) (. .)))
760,['neutral'],4444452893.jpg#0,neutral,4444452893.jpg#0r1n,A soccer game played by a blue team and a red team on a perfectly manicured field at dusk.,( ( A ( soccer game ) ) ( ( ( played ( by ( ( ( a ( blue team ) ) and ) ( a ( red team ) ) ) ) ) ( on ( ( a ( ( perfectly manicured ) field ) ) ( at dusk ) ) ) ) . ) ),(ROOT (S (NP (DT A) (NN soccer) (NN game)) (VP (VBD played) (PP (IN by) (NP (NP (DT a) (JJ blue) (NN team)) (CC and) (NP (DT a) (JJ red) (NN team)))) (PP (IN on) (NP (NP (DT a) (ADJP (RB perfectly) (JJ manicured)) (NN field)) (PP (IN at) (NP (NN dusk)))))) (. .))),People are playing soccer for a competition.,( People ( ( are ( playing ( soccer ( for ( a competition ) ) ) ) ) . ) ),(ROOT (S (NP (NNS People)) (VP (VBP are) (VP (VBG playing) (NP (NP (NN soccer)) (PP (IN for) (NP (DT a) (NN competition)))))) (. .)))
761,['entailment'],4444452893.jpg#0,entailment,4444452893.jpg#0r1e,A soccer game played by a blue team and a red team on a perfectly manicured field at dusk.,( ( A ( soccer game ) ) ( ( ( played ( by ( ( ( a ( blue team ) ) and ) ( a ( red team ) ) ) ) ) ( on ( ( a ( ( perfectly manicured ) field ) ) ( at dusk ) ) ) ) . ) ),(ROOT (S (NP (DT A) (NN soccer) (NN game)) (VP (VBD played) (PP (IN by) (NP (NP (DT a) (JJ blue) (NN team)) (CC and) (NP (DT a) (JJ red) (NN team)))) (PP (IN on) (NP (NP (DT a) (ADJP (RB perfectly) (JJ manicured)) (NN field)) (PP (IN at) (NP (NN dusk)))))) (. .))),People are playing soccer.,( People ( ( are ( playing soccer ) ) . ) ),(ROOT (S (NP (NNS People)) (VP (VBP are) (VP (VBG playing) (NP (NN soccer)))) (. .)))
762,['neutral'],4444452893.jpg#3,neutral,4444452893.jpg#3r1n,Two soccer teams are competing on a soccer field.,( ( Two ( soccer teams ) ) ( ( are ( competing ( on ( a ( soccer field ) ) ) ) ) . ) ),(ROOT (S (NP (CD Two) (NN soccer) (NNS teams)) (VP (VBP are) (VP (VBG competing) (PP (IN on) (NP (DT a) (NN soccer) (NN field))))) (. .))),Two skilled soccer teams are competing against one another for the championship.,( ( Two ( skilled ( soccer teams ) ) ) ( ( are ( ( competing ( against ( one another ) ) ) ( for ( the championship ) ) ) ) . ) ),(ROOT (S (NP (CD Two) (JJ skilled) (NN soccer) (NNS teams)) (VP (VBP are) (VP (VBG competing) (PP (IN against) (NP (CD one) (DT another))) (PP (IN for) (NP (DT the) (NN championship))))) (. .)))
763,['entailment'],4444452893.jpg#3,entailment,4444452893.jpg#3r1e,Two soccer teams are competing on a soccer field.,( ( Two ( soccer teams ) ) ( ( are ( competing ( on ( a ( soccer field ) ) ) ) ) . ) ),(ROOT (S (NP (CD Two) (NN soccer) (NNS teams)) (VP (VBP are) (VP (VBG competing) (PP (IN on) (NP (DT a) (NN soccer) (NN field))))) (. .))),There is a soccer game.,( There ( ( is ( a ( soccer game ) ) ) . ) ),(ROOT (S (NP (EX There)) (VP (VBZ is) (NP (DT a) (NN soccer) (NN game))) (. .)))
764,['contradiction'],4444452893.jpg#3,contradiction,4444452893.jpg#3r1c,Two soccer teams are competing on a soccer field.,( ( Two ( soccer teams ) ) ( ( are ( competing ( on ( a ( soccer field ) ) ) ) ) . ) ),(ROOT (S (NP (CD Two) (NN soccer) (NNS teams)) (VP (VBP are) (VP (VBG competing) (PP (IN on) (NP (DT a) (NN soccer) (NN field))))) (. .))),Two baseball teams are competing.,( ( Two ( baseball teams ) ) ( ( are competing ) . ) ),(ROOT (S (NP (CD Two) (NN baseball) (NNS teams)) (VP (VBP are) (VP (VBG competing))) (. .)))
765,['entailment'],4444452893.jpg#2,entailment,4444452893.jpg#2r1e,Soccer teams play on a field as the sun sets behind a line of trees.,( ( Soccer teams ) ( ( ( play ( on ( a field ) ) ) ( as ( ( the sun ) ( sets ( behind ( ( a line ) ( of trees ) ) ) ) ) ) ) . ) ),(ROOT (S (NP (NNP Soccer) (NNS teams)) (VP (VBP play) (PP (IN on) (NP (DT a) (NN field))) (SBAR (IN as) (S (NP (DT the) (NN sun)) (VP (VBZ sets) (PP (IN behind) (NP (NP (DT a) (NN line)) (PP (IN of) (NP (NNS trees))))))))) (. .))),Soccer teams are competing outdoors.,( ( Soccer teams ) ( ( are ( competing outdoors ) ) . ) ),(ROOT (S (NP (NNP Soccer) (NNS teams)) (VP (VBP are) (VP (VBG competing) (ADVP (RB outdoors)))) (. .)))
766,['contradiction'],4444452893.jpg#2,contradiction,4444452893.jpg#2r1c,Soccer teams play on a field as the sun sets behind a line of trees.,( ( Soccer teams ) ( ( ( play ( on ( a field ) ) ) ( as ( ( the sun ) ( sets ( behind ( ( a line ) ( of trees ) ) ) ) ) ) ) . ) ),(ROOT (S (NP (NNP Soccer) (NNS teams)) (VP (VBP play) (PP (IN on) (NP (DT a) (NN field))) (SBAR (IN as) (S (NP (DT the) (NN sun)) (VP (VBZ sets) (PP (IN behind) (NP (NP (DT a) (NN line)) (PP (IN of) (NP (NNS trees))))))))) (. .))),A football team is playing hockey against a soccer team in an ice rink.,( ( A ( football team ) ) ( ( is ( ( playing hockey ) ( against ( ( a ( soccer team ) ) ( in ( an ( ice rink ) ) ) ) ) ) ) . ) ),(ROOT (S (NP (DT A) (NN football) (NN team)) (VP (VBZ is) (VP (VBG playing) (NP (NN hockey)) (PP (IN against) (NP (NP (DT a) (NN soccer) (NN team)) (PP (IN in) (NP (DT an) (NN ice) (NN rink))))))) (. .)))
767,['neutral'],4444452893.jpg#2,neutral,4444452893.jpg#2r1n,Soccer teams play on a field as the sun sets behind a line of trees.,( ( Soccer teams ) ( ( ( play ( on ( a field ) ) ) ( as ( ( the sun ) ( sets ( behind ( ( a line ) ( of trees ) ) ) ) ) ) ) . ) ),(ROOT (S (NP (NNP Soccer) (NNS teams)) (VP (VBP play) (PP (IN on) (NP (DT a) (NN field))) (SBAR (IN as) (S (NP (DT the) (NN sun)) (VP (VBZ sets) (PP (IN behind) (NP (NP (DT a) (NN line)) (PP (IN of) (NP (NNS trees))))))))) (. .))),A soccer team is about to win a soccer game.,( ( A ( soccer team ) ) ( ( is ( about ( to ( win ( a ( soccer game ) ) ) ) ) ) . ) ),(ROOT (S (NP (DT A) (NN soccer) (NN team)) (VP (VBZ is) (VP (IN about) (S (VP (TO to) (VP (VB win) (NP (DT a) (NN soccer) (NN game))))))) (. .)))
768,['contradiction'],4337739734.jpg#3,contradiction,4337739734.jpg#3r1c,two men serving preparing food.,( ( ( two men ) ( serving ( preparing food ) ) ) . ),(ROOT (NP (NP (CD two) (NNS men)) (VP (VBG serving) (S (VP (VBG preparing) (NP (NN food))))) (. .))),Two men riding bikes.,( ( ( Two men ) ( riding bikes ) ) . ),(ROOT (NP (NP (CD Two) (NNS men)) (VP (VBG riding) (NP (NNS bikes))) (. .)))
769,['neutral'],4337739734.jpg#3,neutral,4337739734.jpg#3r1n,two men serving preparing food.,( ( ( two men ) ( serving ( preparing food ) ) ) . ),(ROOT (NP (NP (CD two) (NNS men)) (VP (VBG serving) (S (VP (VBG preparing) (NP (NN food))))) (. .))),Two men wearing aprons.,( ( ( Two men ) ( wearing aprons ) ) . ),(ROOT (NP (NP (CD Two) (NNS men)) (VP (VBG wearing) (NP (NNS aprons))) (. .)))
770,['entailment'],4337739734.jpg#3,entailment,4337739734.jpg#3r1e,two men serving preparing food.,( ( ( two men ) ( serving ( preparing food ) ) ) . ),(ROOT (NP (NP (CD two) (NNS men)) (VP (VBG serving) (S (VP (VBG preparing) (NP (NN food))))) (. .))),Two men serving food.,( ( ( Two men ) ( serving food ) ) . ),(ROOT (NP (NP (CD Two) (NNS men)) (VP (VBG serving) (NP (NN food))) (. .)))
771,['entailment'],4444452893.jpg#4,entailment,4444452893.jpg#4r1e,A soccer game occurring at sunset.,( ( ( A ( soccer game ) ) ( occurring ( at sunset ) ) ) . ),(ROOT (NP (NP (DT A) (NN soccer) (NN game)) (VP (VBG occurring) (PP (IN at) (NP (NN sunset)))) (. .))),a sports game is being played,( ( a ( sports game ) ) ( is ( being played ) ) ),(ROOT (S (NP (DT a) (NNS sports) (NN game)) (VP (VBZ is) (VP (VBG being) (VP (VBN played))))))
772,['neutral'],4444452893.jpg#4,neutral,4444452893.jpg#4r1n,A soccer game occurring at sunset.,( ( ( A ( soccer game ) ) ( occurring ( at sunset ) ) ) . ),(ROOT (NP (NP (DT A) (NN soccer) (NN game)) (VP (VBG occurring) (PP (IN at) (NP (NN sunset)))) (. .))),the world cup is being played,( ( the ( world cup ) ) ( is ( being played ) ) ),(ROOT (S (NP (DT the) (NN world) (NN cup)) (VP (VBZ is) (VP (VBG being) (VP (VBN played))))))
773,['contradiction'],4444452893.jpg#4,contradiction,4444452893.jpg#4r1c,A soccer game occurring at sunset.,( ( ( A ( soccer game ) ) ( occurring ( at sunset ) ) ) . ),(ROOT (NP (NP (DT A) (NN soccer) (NN game)) (VP (VBG occurring) (PP (IN at) (NP (NN sunset)))) (. .))),a basketball game is ocurring at sunrise,( ( a ( basketball game ) ) ( is ( ocurring ( at sunrise ) ) ) ),(ROOT (S (NP (DT a) (NN basketball) (NN game)) (VP (VBZ is) (VP (VBG ocurring) (PP (IN at) (NP (NN sunrise)))))))
774,['contradiction'],4770171876.jpg#1,contradiction,4770171876.jpg#1r1c,White small child wearing a brown and gray striped hoodie plays at park.,( ( ( White ( small child ) ) ( wearing ( a ( ( ( brown and ) gray ) ( striped hoodie ) ) ) ) ) ( ( plays ( at park ) ) . ) ),(ROOT (S (NP (NP (NNP White) (JJ small) (NN child)) (VP (VBG wearing) (NP (DT a) (ADJP (JJ brown) (CC and) (JJ gray)) (JJ striped) (NN hoodie)))) (VP (VBZ plays) (PP (IN at) (NP (NN park)))) (. .))),A small child is playing video games in his bedroom.,( ( A ( small child ) ) ( ( is ( ( playing ( video games ) ) ( in ( his bedroom ) ) ) ) . ) ),(ROOT (S (NP (DT A) (JJ small) (NN child)) (VP (VBZ is) (VP (VBG playing) (NP (JJ video) (NNS games)) (PP (IN in) (NP (PRP$ his) (NN bedroom))))) (. .)))
775,['entailment'],4770171876.jpg#1,entailment,4770171876.jpg#1r1e,White small child wearing a brown and gray striped hoodie plays at park.,( ( ( White ( small child ) ) ( wearing ( a ( ( ( brown and ) gray ) ( striped hoodie ) ) ) ) ) ( ( plays ( at park ) ) . ) ),(ROOT (S (NP (NP (NNP White) (JJ small) (NN child)) (VP (VBG wearing) (NP (DT a) (ADJP (JJ brown) (CC and) (JJ gray)) (JJ striped) (NN hoodie)))) (VP (VBZ plays) (PP (IN at) (NP (NN park)))) (. .))),A child plays at a park.,( ( A child ) ( ( plays ( at ( a park ) ) ) . ) ),(ROOT (S (NP (DT A) (NN child)) (VP (VBZ plays) (PP (IN at) (NP (DT a) (NN park)))) (. .)))
776,['neutral'],4770171876.jpg#1,neutral,4770171876.jpg#1r1n,White small child wearing a brown and gray striped hoodie plays at park.,( ( ( White ( small child ) ) ( wearing ( a ( ( ( brown and ) gray ) ( striped hoodie ) ) ) ) ) ( ( plays ( at park ) ) . ) ),(ROOT (S (NP (NP (NNP White) (JJ small) (NN child)) (VP (VBG wearing) (NP (DT a) (ADJP (JJ brown) (CC and) (JJ gray)) (JJ striped) (NN hoodie)))) (VP (VBZ plays) (PP (IN at) (NP (NN park)))) (. .))),A small boy is playing tag at a park with his friends.,( ( A ( small boy ) ) ( ( is ( ( playing tag ) ( at ( ( a park ) ( with ( his friends ) ) ) ) ) ) . ) ),(ROOT (S (NP (DT A) (JJ small) (NN boy)) (VP (VBZ is) (VP (VBG playing) (NP (NN tag)) (PP (IN at) (NP (NP (DT a) (NN park)) (PP (IN with) (NP (PRP$ his) (NNS friends))))))) (. .)))
777,['entailment'],4770171876.jpg#2,entailment,4770171876.jpg#2r1e,A little boy in brown pants is playing on ropes at a park.,( ( ( A ( little boy ) ) ( in ( brown pants ) ) ) ( ( is ( playing ( on ( ropes ( at ( a park ) ) ) ) ) ) . ) ),(ROOT (S (NP (NP (DT A) (JJ little) (NN boy)) (PP (IN in) (NP (JJ brown) (NNS pants)))) (VP (VBZ is) (VP (VBG playing) (PP (IN on) (NP (NP (NNS ropes)) (PP (IN at) (NP (DT a) (NN park))))))) (. .))),There is a little boy in brown pants.,( There ( ( is ( ( a ( little boy ) ) ( in ( brown pants ) ) ) ) . ) ),(ROOT (S (NP (EX There)) (VP (VBZ is) (NP (NP (DT a) (JJ little) (NN boy)) (PP (IN in) (NP (JJ brown) (NNS pants))))) (. .)))
778,['contradiction'],4770171876.jpg#2,contradiction,4770171876.jpg#2r1c,A little boy in brown pants is playing on ropes at a park.,( ( ( A ( little boy ) ) ( in ( brown pants ) ) ) ( ( is ( playing ( on ( ropes ( at ( a park ) ) ) ) ) ) . ) ),(ROOT (S (NP (NP (DT A) (JJ little) (NN boy)) (PP (IN in) (NP (JJ brown) (NNS pants)))) (VP (VBZ is) (VP (VBG playing) (PP (IN on) (NP (NP (NNS ropes)) (PP (IN at) (NP (DT a) (NN park))))))) (. .))),There is a little girl in red pants.,( There ( ( is ( ( a ( little girl ) ) ( in ( red pants ) ) ) ) . ) ),(ROOT (S (NP (EX There)) (VP (VBZ is) (NP (NP (DT a) (JJ little) (NN girl)) (PP (IN in) (NP (JJ red) (NNS pants))))) (. .)))
779,['neutral'],4770171876.jpg#2,neutral,4770171876.jpg#2r1n,A little boy in brown pants is playing on ropes at a park.,( ( ( A ( little boy ) ) ( in ( brown pants ) ) ) ( ( is ( playing ( on ( ropes ( at ( a park ) ) ) ) ) ) . ) ),(ROOT (S (NP (NP (DT A) (JJ little) (NN boy)) (PP (IN in) (NP (JJ brown) (NNS pants)))) (VP (VBZ is) (VP (VBG playing) (PP (IN on) (NP (NP (NNS ropes)) (PP (IN at) (NP (DT a) (NN park))))))) (. .))),There is a little boy who likes the color brown.,( There ( ( is ( ( a ( little boy ) ) ( who ( likes ( ( the color ) brown ) ) ) ) ) . ) ),(ROOT (S (NP (EX There)) (VP (VBZ is) (NP (NP (DT a) (JJ little) (NN boy)) (SBAR (WHNP (WP who)) (S (VP (VBZ likes) (S (NP (DT the) (NN color)) (ADJP (JJ brown)))))))) (. .)))
780,['neutral'],4770171876.jpg#3,neutral,4770171876.jpg#3r1n,Toddler in striped sweatshirt plays on rope on playground.,( ( Toddler ( in ( striped sweatshirt ) ) ) ( ( plays ( on ( rope ( on playground ) ) ) ) . ) ),(ROOT (S (NP (NP (NNP Toddler)) (PP (IN in) (NP (JJ striped) (NN sweatshirt)))) (VP (VBZ plays) (PP (IN on) (NP (NP (NN rope)) (PP (IN on) (NP (NN playground)))))) (. .))),A child takes a break from school.,( ( A child ) ( ( ( takes ( a break ) ) ( from school ) ) . ) ),(ROOT (S (NP (DT A) (NN child)) (VP (VBZ takes) (NP (DT a) (NN break)) (PP (IN from) (NP (NN school)))) (. .)))
781,['contradiction'],4770171876.jpg#3,contradiction,4770171876.jpg#3r1c,Toddler in striped sweatshirt plays on rope on playground.,( ( Toddler ( in ( striped sweatshirt ) ) ) ( ( plays ( on ( rope ( on playground ) ) ) ) . ) ),(ROOT (S (NP (NP (NNP Toddler)) (PP (IN in) (NP (JJ striped) (NN sweatshirt)))) (VP (VBZ plays) (PP (IN on) (NP (NP (NN rope)) (PP (IN on) (NP (NN playground)))))) (. .))),A child is napping.,( ( A child ) ( ( is napping ) . ) ),(ROOT (S (NP (DT A) (NN child)) (VP (VBZ is) (VP (VBG napping))) (. .)))
782,['entailment'],4770171876.jpg#3,entailment,4770171876.jpg#3r1e,Toddler in striped sweatshirt plays on rope on playground.,( ( Toddler ( in ( striped sweatshirt ) ) ) ( ( plays ( on ( rope ( on playground ) ) ) ) . ) ),(ROOT (S (NP (NP (NNP Toddler)) (PP (IN in) (NP (JJ striped) (NN sweatshirt)))) (VP (VBZ plays) (PP (IN on) (NP (NP (NN rope)) (PP (IN on) (NP (NN playground)))))) (. .))),A child plays on a playground.,( ( A child ) ( ( plays ( on ( a playground ) ) ) . ) ),(ROOT (S (NP (DT A) (NN child)) (VP (VBZ plays) (PP (IN on) (NP (DT a) (NN playground)))) (. .)))
783,"['entailment', 'entailment', 'neutral', 'neutral', 'contradiction']",226630666.jpg#1,-,226630666.jpg#1r1e,A woman wearing a pink hat is looking at a pink car with the truck open.,( ( ( A woman ) ( wearing ( a ( pink hat ) ) ) ) ( ( is ( looking ( at ( ( a ( pink car ) ) ( with ( the ( truck open ) ) ) ) ) ) ) . ) ),(ROOT (S (NP (NP (DT A) (NN woman)) (VP (VBG wearing) (NP (DT a) (JJ pink) (NN hat)))) (VP (VBZ is) (VP (VBG looking) (PP (IN at) (NP (NP (DT a) (JJ pink) (NN car)) (PP (IN with) (NP (DT the) (NN truck) (NN open))))))) (. .))),The woman is wearing clothes.,( ( The woman ) ( ( is ( wearing clothes ) ) . ) ),(ROOT (S (NP (DT The) (NN woman)) (VP (VBZ is) (VP (VBG wearing) (NP (NNS clothes)))) (. .)))
