title,description,label_int,label
Pakistan #39;s caretaker PM resigns,"Pakistan #39;s interim Prime Minister Chaudhry Shaujaat Hussain has announced his resignation, paving the way for his successor Shauket Aziz.",1,World
Muslim group claims Jewish Paris attack,"A previously unknown group calling itself Jamaat Ansar al-Jihad al-Islamiya says it set fire to a Jewish soup kitchen in Paris, according to an Internet statement.",1,World
S.E.C. Inquiry on Circulation at Newspapers Said to Widen,More than six newspaper companies have received letters from the Securities and Exchange Commission seeking information about their circulation practices.,3,Business
Kidney drug approval gives Shire some breathing space,"THE 64,000 dollar - correction, make that 500 million dollar -uestion hanging over Shire Pharmaceuticals is whether the 5 per cent jump in the companys shares yesterday reflects relief that US regulators have finally approved its drug for ",3,Business
Car Bomb Kills 7 U.S. Marines Near Iraqi Town of Falluja,The deadliest attack on Americans in Iraq since May came as Iraqi officials announced that Saddam Hussein's deputy had not been captured on Sunday.,1,World
Athletics Defeat Rangers 5-4 (AP),"AP - Kenny Rogers lost at the Coliseum for the first time in more than 10 years, with Bobby Crosby's three-run double in the fifth inning leading the Athletics to a 5-4 win over the Texas Rangers on Thursday.",2,Sports
Concert for Beslan siege victims,A fundraising concert will be held in London in memory of the hundreds of victims of the Beslan school siege.,1,World
"It #39;s a nightmare, admits captain Smith","Dambulla, Sri Lanka - Kumar Sangakkara and Avishka Gunawardene slammed impressive half-centuries to help an under-strength Sri Lanka crush South Africa by seven wickets in the fourth one-day international here on Saturday.",2,Sports
D-Backs made wise choice,"Fresh off being the worst team in baseball, the Arizona Diamondbacks set a new record this week: fastest team to both hire and fire a manager.",2,Sports
Group OK With Most Football Coach Searches,"Nebraska head coach Bill Callahan runs off the field at halftime of the game against Baylor in Lincoln, Neb., Saturday, Oct. 16, 2004.",2,Sports
NASA #39;s X-43A to attempt Mach 10,"NASA has been working on a test flight project for the last few years involving hypersonic flight. Hypersonic flight is fight at speeds greater than Mach 5, or five times the speed of sound.",4,Sci/Tech
Rwandan priest to be tried for alleged role in 1994 genocide (AFP),"AFP - The landmark trial of a Rwandan Roman Catholic priest accused of supervising the massacre of 2,000 of his Tutsi parishioners during the central African country's 1994 genocide opens at a UN court in Tanzania.",1,World
Ireland tries to get UK hostage #39;s release,"The Irish government has stepped up its efforts to free the British hostage in Iraq, Ken Bigley, whose mother is from Ireland, by talking to diplomats from Iran and Jordan.",1,World
Rhode Island Senator to Stay Republican (AP),"AP - Republican Sen. Lincoln Chafee, who flirted with changing political parties in the wake of President Bush's re-election victory, says he will stay in the GOP.",1,World
Microsoft Unveils Windows XP for India (AP),"AP - Microsoft Corp. announced Wednesday that it would offer a low-cost, localized version of its Windows XP operating system in India to tap the large market potential in this country of 1 billion people, most of whom do not speak English.",4,Sci/Tech
July business inventories up more than expected,"Businesses saw inventories rise in July and sales picked up, the government reported Wednesday. The Commerce Department said that stocks of unsold goods increased 0.9 in July, down from a 1.1 rise in June.",3,Business
Vince Carter Traded to Nets," EAST RUTHERFORD, N.J. (Sports Network) - The Toronto  Raptors have traded All-Star swingman Vince Carter to the New  Jersey Nets in exchange for center Alonzo Mourning, forward  Eric Williams, center/forward Aaron Williams and two first-  round draft picks.",2,Sports
USU Lands NASA Contract for Telescope (AP),AP - Utah State University has secured a  #36;40 million contract with NASA to build an orbiting telescope that will examine galaxies and try to find new stars.,4,Sci/Tech
S Korea's Roh visits Iraq troops,"South Korean President Roh Moo-hyun pays a surprise visit to troops in Iraq, after his government decided to extend their mandate.",1,World
Wariness over Turkey #39;s EU bid,As the European Union approaches a contentious decision - whether to let Turkey join the club - the Continent #39;s rulers seem to have left their citizens behind.,1,World
They don #39;t consider that a riot in Brazil,"What riot?  quot;An Argentine friend of mine was a little derisive of the Pacers-Pistons eruption, quot; says reader Mike Gaynes.  quot;He snorted,  #39;Is that what Americans call a riot?",2,Sports
Barnicle finishes 6th in humid San Diego,"All season, Chris Barnicle seemed prepared for just about everything, but the Newton North senior was not ready for the hot weather he encountered yesterday in San Diego at the Footlocker Cross-Country National Championships. Racing in humid conditions with temperatures in the 70s, the Massachusetts Division 1 state champion finished sixth in 15 minutes 34 seconds in the 5-kilometer race. ...",2,Sports
Genta Shares Soar on Cancer Drug Data,"Shares of Genta Inc. (GNTA.O: Quote, Profile, Research) soared nearly 50 percent on Monday after the biotechnology company presented promising data on an experimental treatment for blood cancers.",3,Business
Baltimore's  quot;Free Books! quot; Charity in Dire Straits,"I spend anywhere from three to eight hours every week sweating along with a motley crew of local misfits, shelving, sorting, and hauling ton after ton of written matter in a rowhouse basement in Baltimore. We have no heat nor air conditioning, but still, every week, we come and work. Volunteer night is Wednesday, but many of us also work on the weekends, when we're open to the public. There are times when we're freezing and we have to wear coats and gloves inside, making handling books somewhat tricky; other times, we're all soaked with sweat, since it's 90 degrees out and the basement is thick with bodies. One learns to forget about personal space when working at The Book Thing, since you can scarcely breathe without bumping into someone, and we are all so accustomed to having to scrape by each other that most of us no longer bother to say ""excuse me"" unless some particularly dramatic brushing occurs. ",4,Sci/Tech
Hostages in Iraq Face Death as Deadline Nears," BAGHDAD (Reuters) - A deadline set by militants who have  threatened to kill two Americans and a Briton seized in Iraq  was due to expire Monday, and more than two dozen other  hostages were also facing death unless rebel demands were met.",1,World
Nevada's E-Vote Free of Serious Problems,"Alarmed by software glitches, security threats and computer crashes with ATM-like voting machines, officials from Washington, D.C., to California are considering an alternative from an unlikely place: Nevada.",4,Sci/Tech
Some Venezuelan TV Channels Alter Programs,"Some Venezuelan television channels began altering their programs Thursday, citing fears of penalties under a new law restricting violence and sexual content over the airwaves.",1,World
SBC to trim its work force 6 percent by the end of 2005,"SBC Communications Inc. plans to cut at least 10,000 jobs, or 6 percent of its work force, by the end of next year to compensate for a drop in the number of local-telephone customers.",3,Business
"Limited rhino hunt allowed in SA, Namibia","afrol News, 4 October - Hundred years of conservation efforts have lifted the southern black rhino population from about hundred to 11,000 animals.",1,World
Poe death prompts Arroyo attack,"THE death of Philippine movie star and defeated presidential candidate Fernando Poe has drawn some political backlash, with some people seeking to use his sudden demise as a platform to attack President Gloria Arroyo.",1,World
U.S. Suit Against Tobacco Makers Goes to Trial, WASHINGTON (Reuters) - Major cigarette makers go on trial  on Tuesday in the U.S. government's \$280 billion racketeering  case that charges the tobacco industry with deliberately  deceiving the public about the risks of smoking since the  1950s.,3,Business
