id,gender,masterCategory,subCategory,articleType,baseColour,season,year,usage,productDisplayName
43394,Men,Accessories,Wallets,Wallets,Brown,Summer,2012,Casual,Lino Perros Men Brown Wallet
17878,Men,Apparel,Innerwear,Innerwear Vests,Maroon,Summer,2016,Casual,Levis Men Comfort Style Maroon Innerwear Vest
30666,Men,Accessories,Eyewear,Sunglasses,Black,Winter,2016,Casual,Park Avenue Men Black Sunglasses
3161,Men,Footwear,Shoes,Sports Shoes,White,Summer,2011,Sports,Nike Men's Air Citius MSL White Grey Shoe
8589,Men,Apparel,Topwear,Shirts,Blue,Fall,2011,Casual,Scullers Men Scul Blue Shirts
12536,Women,Apparel,Topwear,Sweatshirts,Black,Fall,2011,Casual,Puma Women Solid Black Sweatshirts
26703,Men,Footwear,Shoes,Sports Shoes,White,Fall,2011,Sports,Nike Men White Court Shuttle Shoes
25186,Women,Accessories,Bags,Handbags,Brown,Winter,2015,Casual,Lino Perros Women Leatherette Brown Handbag
56474,Women,Personal Care,Nails,Nail Polish,Red,Spring,2017,NA,Streetwear Fiery Femme Nail Polish # 18
1636,Men,Footwear,Shoes,Sports Shoes,White,Fall,2010,Sports,Nike Men Air Zoom Century Shoes
40511,Men,Accessories,Watches,Watches,White,Winter,2016,Casual,Titan Men White Dial Watch
10261,Men,Apparel,Bottomwear,Trousers,Brown,Fall,2011,Formal,John Miller Men Slim Brown Trousers
24054,Men,Apparel,Topwear,Tshirts,Blue,Fall,2011,Casual,Locomotive Men Printed Blue T-shirt
4344,Men,Footwear,Shoes,Sports Shoes,White,Summer,2011,Sports,Fila Men's Abascuss White Blue Shoe
21526,Women,Accessories,Bags,Handbags,Red,Winter,2015,Casual,Kiara Women Glossy Red Handbag
15713,Men,Footwear,Shoes,Sports Shoes,Black,Fall,2011,Sports,Nike Men Air Relentless Black Sports Shoes
53106,Women,Accessories,Jewellery,Earrings,Silver,Winter,2016,Casual,Fabindia Silver Earrings
5296,Men,Footwear,Sandal,Sandals,Black,Summer,2011,Casual,Puma Men Black Floater
24868,Men,Accessories,Wallets,Wallets,Black,Summer,2012,Casual,Reid & Taylor Men Casual Black Wallet
41605,Men,Apparel,Topwear,Shirts,Grey,Fall,2012,Casual,Basics Men Grey Shirt
25340,Men,Apparel,Innerwear,Trunk,Beige,Summer,2016,Casual,Levis Men Beige Boxer Trunks
11175,Men,Apparel,Topwear,Sweaters,White,Fall,2011,Casual,Scullers Men Stripes White Sweaters
57760,Women,Personal Care,Skin Care,Face Wash and Cleanser,White,Spring,2017,NA,Lotus Herbals Tea Tree Face Wash
24292,Men,Accessories,Socks,Socks,Black,Summer,2016,Casual,Quiksilver Men High Black Socks
33225,Women,Apparel,Dress,Dresses,Pink,Summer,2012,Casual,Sepia Women Pink Dress
11949,Men,Footwear,Shoes,Casual Shoes,Brown,Fall,2012,Casual,Ganuchi Men Casual Brown Casual Shoes
36757,Women,Accessories,Watches,Watches,Black,Winter,2016,Casual,Maxima Women Black Watch
37685,Unisex,Accessories,Bags,Backpacks,Black,Summer,2012,Casual,American Tourister Unisex Black Backpack
5050,Men,Footwear,Shoes,Casual Shoes,Black,Summer,2011,Casual,Fila Men's Passion Black red Canvas Shoe
44377,Men,Personal Care,Fragrance,Deodorant,Grey,Spring,2017,Casual,Jovan Men White Musk Deo
58728,Women,Apparel,Topwear,Tshirts,Pink,Summer,2012,Casual,Puma Women Pink T-shirt
50545,Men,Apparel,Innerwear,Briefs,Black,Summer,2016,Casual,Chromozome Men Pack of Two Briefs
17282,Men,Apparel,Topwear,Tshirts,Black,Fall,2011,Casual,U.S. Polo Assn. Men Printed Black Tshirt
34000,Women,Apparel,Topwear,Tops,Black,Summer,2012,Casual,Femella Women Black Top
7707,Women,Apparel,Bottomwear,Jeans,Black,Fall,2011,Casual,Jealous 21 Women's Abbie Black Jegging
46420,Men,Accessories,Watches,Watches,Cream,Winter,2016,Casual,Timex Men Cream Dial Chronograph Watch
16350,Men,Apparel,Topwear,Shirts,Cream,Fall,2011,Formal,Peter England Men Stripes Cream Shirt
51497,Women,Apparel,Bottomwear,Jeans,Navy Blue,Summer,2012,Casual,Denizen Women Navy Blue Jeans
22165,Men,Footwear,Shoes,Casual Shoes,Brown,Fall,2012,Casual,Timberland Men Brown Casual Shoes
43152,Men,Accessories,Watches,Watches,Black,Winter,2016,Casual,Fastrack Men Black Watch
2275,Men,Apparel,Topwear,Tshirts,White,Fall,2010,Sports,Nike Mens Challenger Graphic White T-shirt
27417,Women,Apparel,Bottomwear,Capris,Blue,Winter,2015,Casual,Jockey Women Blue Relaxed Capris
55037,Women,Personal Care,Lips,Lipstick,Brown,Spring,2017,Casual,Lakme Absolute Matte Bitter Chocolate Lipstick 53
19318,Unisex,Accessories,Bags,Backpacks,Blue,Fall,2011,Casual,Nike Unisex Classic Base Blue Backpack
49468,Men,Footwear,Shoes,Casual Shoes,Red,Summer,2012,Casual,Vans Men Red Old Skool Shoes
42080,Men,Accessories,Wallets,Wallets,Black,Summer,2012,Casual,American Tourister Men Black Travel Wallet
22959,Men,Footwear,Shoes,Sports Shoes,White,Summer,2012,Sports,Reebok Men White Fusion Sports Shoes
34232,Men,Apparel,Topwear,Tshirts,Grey,Summer,2013,Casual,Proline Men Grey T-shirt
23285,Men,Accessories,Watches,Watches,White,Winter,2016,Casual,Maxima Men White Watch
50777,Men,Footwear,Shoes,Formal Shoes,Brown,Summer,2013,Formal,Clarks Men Dino Limit Brown Formal Shoes
16162,Men,Footwear,Sandal,Sandals,Black,Fall,2011,Casual,Enroute Men Leather Black Sandals
22357,Men,Apparel,Topwear,Shirts,Black,Fall,2011,Casual,John Players Men Solid Black Shirt
19916,Unisex,Accessories,Bags,Backpacks,Black,Winter,2015,Casual,Wildcraft Unisex Black & Grey Printed Laptop Backpack
7535,Men,Apparel,Topwear,Tshirts,Blue,Summer,2011,Sports,Nike Men's Blue Polo T-shirt
46612,Women,Footwear,Shoes,Heels,Brown,Winter,2012,Casual,Catwalk Women Brown Wedges
27625,Men,Apparel,Bottomwear,Shorts,Grey,Summer,2012,Casual,Scullers Men Grey Shorts
13410,Men,Apparel,Topwear,Shirts,Blue,Summer,2011,Casual,United Colors of Benetton Men Solid Blue Shirts
48788,Women,Accessories,Jewellery,Pendant,Silver,Summer,2015,Casual,Lucera Women Silver Pendant
43360,Men,Footwear,Shoes,Sports Shoes,White,Summer,2012,Sports,Reebok Men White Ultimate Vibe Sports Shoes
2047,Men,Apparel,Topwear,Tshirts,Navy Blue,Fall,2010,Sports,ADIDAS Men's Navy Blue T-shirt
30692,Women,Footwear,Shoes,Heels,Brown,Winter,2015,Casual,Catwalk Women Brown Heels
55205,Women,Personal Care,Lips,Lipstick,Brown,Spring,2017,Casual,Lakme Lip Love Dark Desire Lipstick B122A
25172,Women,Accessories,Bags,Handbags,Brown,Winter,2015,Casual,Lino Perros Women Leatherite Brown Handbag
56480,Women,Personal Care,Nails,Nail Polish,Brown,Spring,2017,Casual,Streetwear Chocolat Nail Polish 20
11347,Men,Apparel,Bottomwear,Jeans,Blue,Summer,2017,Casual,Lee Men Elvira Rinse Blue Chicago Fit Jeans
41437,Men,Footwear,Shoes,Sports Shoes,White,Fall,2012,Sports,Lee Cooper Men White Sports Shoes
33017,Women,Apparel,Topwear,Kurtas,Green,Summer,2012,Ethnic,Mother Earth Women Striped Green Kurta
10295,Men,Footwear,Shoes,Casual Shoes,Brown,Summer,2016,Casual,Clarks Men Brown Leather Casual Shoes
57552,Women,Personal Care,Lips,Lipstick,Copper,Spring,2017,Casual,Lotus Herbals Floralstay Copper Toast Lip Color 424
44979,Men,Accessories,Watches,Watches,Silver,Winter,2016,Casual,Maxima Attivo Men Steel-Toned Dial Watch 15933LMGB
45097,Women,Apparel,Innerwear,Bra,Pink,Winter,2015,Casual,Bwitch Pink Ruby Bra
36565,Women,Personal Care,Fragrance,Deodorant,Red,Spring,2017,Casual,United Colors of Benetton Women Deo
14635,Men,Accessories,Mufflers,Mufflers,Black,Summer,2011,Casual,United Colors of Benetton Men Solid Black Mufflers
5262,Unisex,Accessories,Bags,Backpacks,Blue,Winter,2015,Casual,Wildcraft Unisex Blue & Grey Printed Backpack
8925,Men,Accessories,Belts,Belts,Black,Summer,2012,Casual,Puma Men High Shine Black Belt
16506,Men,Apparel,Bottomwear,Jeans,Blue,Fall,2011,Casual,Locomotive Men Washed Blue Jeans
22733,Men,Footwear,Shoes,Casual Shoes,Grey,Fall,2011,Casual,Nike Men Dunk High Grey Casual Shoes
35784,Women,Footwear,Shoes,Flats,Black,Summer,2012,Casual,Enroute Women Black Shoes
7151,Women,Apparel,Topwear,Shirts,Black,Fall,2011,Casual,Scullers For Her Women Rivited Check Black Shirts
46276,Women,Apparel,Topwear,Tops,Cream,Summer,2012,Casual,109F Women Cream Printed Top
13848,Men,Apparel,Topwear,Tshirts,Blue,Fall,2011,Casual,United Colors of Benetton Men Solid Blue Polo Tshirts
6083,Women,Apparel,Topwear,Tshirts,Pink,Summer,2011,Casual,UCB Women's Halftone Print Pink T-shirt
28209,Men,Accessories,Eyewear,Sunglasses,Black,Winter,2016,Casual,Ray-Ban Men High Street Black Sunglasses
50313,Men,Accessories,Ties,Ties,Brown,Summer,2012,Formal,Park Avenue Men Brown Tie
8119,Men,Accessories,Belts,Belts,Grey,Winter,2016,Casual,Fastrack Men Canvas Red Stitches Grey Belts
31324,Women,Apparel,Topwear,Kurtas,Blue,Summer,2012,Ethnic,Aurelia Women Printed Blue Kurta
13074,Men,Footwear,Shoes,Casual Shoes,Brown,Fall,2011,Casual,Numero Uno Men Brown Casual Shoes
43704,Women,Accessories,Jewellery,Jewellery Set,Green,Summer,2012,Casual,Royal Diadem Green Earring & Pendant Set
33473,Women,Accessories,Belts,Belts,Brown,Summer,2012,Casual,Baggit Women Choti Jhuti Brown Belt
58942,Women,Accessories,Watches,Watches,Silver,Winter,2016,Casual,Tommy Hilfiger Women Silver-Toned Dial  Watch TH1780453-D
20858,Women,Accessories,Eyewear,Sunglasses,Olive,Winter,2016,Casual,United Colors of Benetton Women Casual Olive Sunglasses
40181,Men,Accessories,Eyewear,Sunglasses,Grey,Winter,2016,Casual,Fastrack Men Revo Coated Sporty Wrap Sunglasses
57136,Women,Apparel,Bottomwear,Trousers,Black,Summer,2012,Casual,Elle Women Black Trousers
25516,Boys,Apparel,Topwear,Tshirts,Red,Fall,2011,Casual,Doodle Kids Boys Airfeild Red T-Shirt
39149,Women,Apparel,Topwear,Kurtas,Red,Summer,2012,Ethnic,Aneri Women Red Kurtas
59890,Women,Apparel,Topwear,Tunics,Multi,Fall,2012,Casual,Femella Women Multi Coloured Tunic
53596,Men,Free Items,Free Gifts,Free Gifts,Navy Blue,Winter,2016,Casual,Q&Q Men Navy Blue Digital Watch
20064,Women,Accessories,Mufflers,Mufflers,Blue,Fall,2011,Casual,United Colors Of Benetton Women Blue Muffler
5606,Men,Footwear,Sandal,Sandals,Black,Summer,2011,Casual,ADIDAS Men Kendall Black Floater
44521,Men,Footwear,Sandal,Sandals,Black,Summer,2012,Casual,Coolers Men Black Sandals
36101,Men,Accessories,Wallets,Wallets,Brown,Summer,2012,Casual,OTLS Men Josh Brown Wallet
52444,Women,Apparel,Loungewear and Nightwear,Nightdress,Purple,Winter,2015,Casual,Red Rose White & Purple Nightdress
39975,Men,Footwear,Shoes,Casual Shoes,Olive,Winter,2014,Casual,Gas Men Olive Swansea Shoes
57304,Women,Footwear,Shoes,Heels,Brown,Winter,2012,Casual,Rocia Women Brown Wedges
33641,Men,Footwear,Flip Flops,Flip Flops,Black,Summer,2012,Casual,Lotto Men Black Koro G Slippers
41261,Men,Accessories,Wallets,Wallets,Brown,Summer,2012,Casual,Arrow Men Brown Wallet
25724,Men,Accessories,Belts,Belts,Brown,Summer,2012,Casual,Wrangler Men Leather Brown Belt
11511,Women,Footwear,Shoes,Flats,Gold,Winter,2015,Casual,Catwalk Women Lifestyle Gold Toned Ballerinas
5434,Men,Apparel,Topwear,Tshirts,Red,Summer,2011,Sports,Nike Men's Kill Man Red T-shirt
44713,Men,Footwear,Flip Flops,Flip Flops,Black,Summer,2012,Casual,Lotto Men Black Flip Flops
14063,Men,Apparel,Topwear,Tshirts,Blue,Fall,2011,Casual,Flying Machine Men Solid Blue Polo Tshirts
20256,Men,Apparel,Topwear,Tshirts,Green,Fall,2011,Casual,Wrangler Men Wing Green T-shirt
52676,Women,Free Items,Free Gifts,Free Gifts,White,Winter,2016,Casual,Morellato Women White Dial Watch
36333,Men,Accessories,Socks,Socks,White,Summer,2016,Casual,Playboy Men White & Red Socks
7363,Men,Footwear,Shoes,Formal Shoes,Black,Winter,2018,Formal,Red Tape Men Black Semi Formal Shoes
46044,Women,Accessories,Jewellery,Earrings,Gold,Winter,2016,Casual,Estelle Gold Earrings
16734,Men,Footwear,Flip Flops,Flip Flops,Maroon,Fall,2011,Casual,Lotto Men Emeriti Maroon Slipper
22501,Women,Footwear,Shoes,Casual Shoes,Beige,Winter,2015,Casual,Catwalk Women Beige Casual Shoes
49830,Women,Footwear,Flip Flops,Flip Flops,Pink,Winter,2012,Casual,iPanema Women Pink Flip Flops
47196,Men,Footwear,Sandal,Sandals,Brown,Summer,2012,Casual,Franco Leone Men Brown Sandals
34464,Unisex,Accessories,Accessories,Travel Accessory,Red,Summer,2012,Casual,ADIDAS Unisex Red Organizer Bag
12394,Men,Accessories,Socks,Socks,Black,Summer,2016,Formal,Reid & Taylor Men Solid Black Socks
46878,Men,Accessories,Socks,Socks,Black,Summer,2012,Casual,Lino Perros Men Pack of 2 Socks
31116,Boys,Apparel,Bottomwear,Shorts,Grey,Summer,2012,Casual,Gini and Jony Boys Grey Shorts
43536,Women,Apparel,Topwear,Tops,Peach,Summer,2012,Casual,French Connection Women Peach Top
28807,Men,Apparel,Topwear,Shirts,Brown,Summer,2012,Casual,Denizen Men Check Brown Shirt
2611,Women,Footwear,Shoes,Heels,Gold,Winter,2012,Casual,Carlton London Women Stylish Gold Flats
13246,Men,Apparel,Bottomwear,Jeans,Blue,Fall,2011,Casual,Palm Tree Kids Boy Washed Blue Jeans
54581,Women,Apparel,Topwear,Kurtas,Green,Summer,2012,Ethnic,Sushilas Women Printed Green Kurta
3763,Men,Apparel,Topwear,Tshirts,Grey,Summer,2011,Casual,Status Quo Men's London Icon Grey T-shirt
29975,Women,Free Items,Free Gifts,Free Gifts,Black,Winter,2016,Casual,Aspen Women Black Dial Watch
26101,Men,Apparel,Topwear,Shirts,White,Summer,2012,Formal,John Miller Men Striped White Shirt
54521,Men,Footwear,Shoes,Sports Shoes,White,Fall,2012,Sports,F Sports Men White Voyager Sports Shoes
9259,Men,Apparel,Topwear,Shirts,Blue,Fall,2011,Formal,Mark Taylor Men Blue Striped Shirt
30064,Men,Accessories,Watches,Watches,Black,Winter,2016,Casual,Ed Hardy Men Grey Dial Watch
16794,Men,Apparel,Topwear,Shirts,Navy Blue,Fall,2011,Casual,Highlander Men Stripes Navy Blue Shirt
51053,Women,Apparel,Innerwear,Briefs,Green,Summer,2017,Casual,Enamor Women Green Bikini Brief
49890,Girls,Accessories,Watches,Watches,Blue,Winter,2016,Casual,Q&Q Kids Girls Blue Analog Watch
47136,Women,Accessories,Bags,Handbags,Blue,Summer,2015,Casual,Be For Bag Women Blue Tote Bag
6211,Women,Apparel,Topwear,Tshirts,Blue,Summer,2011,Casual,UCB Women's Print Boat Blue Top
48942,Women,Accessories,Jewellery,Ring,Silver,Summer,2013,Casual,Lucera Women Silver Ring
23473,Men,Accessories,Scarves,Scarves,Red,Winter,2015,Casual,Lino Perros Men Red Check Scarf
50181,Women,Personal Care,Makeup,Kajal and Eyeliner,Beige,Spring,2017,Casual,Peperone Women Beige Handbag
17646,Unisex,Footwear,Flip Flops,Flip Flops,Green,Spring,2013,Casual,Converse Unisex Green Flip Flops
30858,Women,Apparel,Topwear,Kurtas,Black,Summer,2012,Ethnic,Fabindia Women Striped Black Kurta
1808,Unisex,Accessories,Water Bottle,Water Bottle,Purple,Fall,2010,Sports,Quechua Aluminium Print Water Bottle
37241,Men,Footwear,Shoes,Casual Shoes,Black,Summer,2012,Casual,United Colors of Benetton Men Black Shoes
5494,Men,Apparel,Topwear,Tshirts,Grey,Summer,2011,Casual,Mr.Men Men's Charcoal Polo T-shirt
45661,Men,Apparel,Innerwear,Innerwear Vests,Grey Melange,Summer,2016,Casual,Park Avenue Men Grey Melange Square Neck Vest
36393,Men,Accessories,Socks,Socks,Blue,Summer,2016,Casual,Reid & Taylor Men Blue Socks
4546,Men,Footwear,Shoes,Sports Shoes,Black,Summer,2011,Sports,Nike Men's Air Max Black Shoe
21324,Men,Accessories,Eyewear,Sunglasses,Brown,Winter,2016,Casual,Louis Philippe Men Aviator Sunglasses LP201-C1
15111,Men,Apparel,Bottomwear,Trousers,Coffee Brown,Fall,2011,Formal,Arrow Men Stripes Coffee Brown Trousers
38209,Women,Accessories,Eyewear,Sunglasses,Silver,Winter,2016,Casual,Polaroid Women Sunglasses
40313,Unisex,Footwear,Sandal,Sandals,White,Winter,2013,Casual,Warner Bros Kids White sandals
10463,Men,Apparel,Topwear,Tshirts,Grey,Fall,2011,Casual,Flying Machine Men Grey Polo Tshirts
24656,Boys,Accessories,Socks,Socks,White,Fall,2011,Casual,ADIDAS Originals Boys White Pack of 3 Casual Socks
25784,Men,Apparel,Topwear,Suspenders,Brown,Summer,2012,Formal,Arrow Men Light Brown Suspenders
56276,Women,Apparel,Innerwear,Bra,Skin,Summer,2017,Casual,Biara Women Skin Bra
37073,Women,Accessories,Bags,Handbags,Purple,Summer,2012,Casual,Lino Perros Women Purple Handbag
44581,Men,Apparel,Bottomwear,Jeans,Navy Blue,Summer,2017,Casual,Lee Rinse Navy Blue Slim Fit Jeans
53536,Women,Apparel,Innerwear,Briefs,Multi,Winter,2015,Casual,Amante Women Pack of 3 Assorted Briefs PFCP11
21116,Women,Apparel,Topwear,Tops,Lavender,Fall,2011,Casual,s.Oliver Women Faded Lilac Top
15323,Men,Apparel,Topwear,Jackets,Grey,Fall,2011,Casual,Nike Men Solid Grey Jacket
56878,Women,Footwear,Shoes,Heels,Silver,Winter,2012,Casual,HM Women Silver Heels
4774,Women,Apparel,Bottomwear,Track Pants,Pink,Summer,2011,Sports,ADIDAS Women 3S Pink Track Pants
57196,Women,Apparel,Topwear,Tunics,Red,Summer,2012,Casual,Elle Women Red Tunic
40121,Unisex,Accessories,Socks,Socks,White,Summer,2012,Casual,ADIDAS Unisex Pack of 3 Socks
32501,Men,Apparel,Topwear,Shirts,Black,Summer,2012,Casual,Scullers Men Black Shirt
56044,Women,Personal Care,Lips,Lipstick,Brown,Spring,2017,Casual,Colorbar Full Finish Longwear Kiss Me Lipstick 07
11783,Men,Apparel,Topwear,Tshirts,Grey,Summer,2011,Casual,Lee Men Printed Grey Tshirts
12106,Women,Apparel,Topwear,Kurtis,White,Fall,2011,Ethnic,W Women Printed White Kurtis
26333,Women,Accessories,Watches,Watches,White,Winter,2016,Casual,DKNY Women White Dial Watch NY4934
3551,Men,Footwear,Shoes,Casual Shoes,Brown,Winter,2015,Casual,Skechers Men's Charcoal Lifestyle Shoe
42676,Women,Apparel,Topwear,Kurtas,Black,Summer,2012,Ethnic,Alma Women Black Kurta
2483,Women,Apparel,Topwear,Tops,Purple,Fall,2011,Casual,Puma Women Spagetti Dahlia Purple Top
30256,Men,Footwear,Shoes,Formal Shoes,Black,Winter,2018,Formal,Red Tape Men Black Semi Formal Shoes
54713,Women,Apparel,Apparel Set,Kurta Sets,Cream,Fall,2012,Ethnic,Shree Women Cream-Coloured & Pink Printed Salwar Suit with Dupatta
51261,Men,Accessories,Belts,Belts,Black,Summer,2013,Formal,Park Avenue Men Black & Brown Reversible Belt
9857,Men,Apparel,Topwear,Tshirts,Green,Fall,2011,Casual,Status Quo Men Green Polo Tshirts
47304,Women,Accessories,Bags,Clutches,Green,Summer,2012,Casual,Baggit Women Green purse
6023,Men,Apparel,Topwear,Tshirts,Green,Summer,2011,Casual,UCB Men's Johny Collar With Two Tone Green T-shirt
21572,Men,Accessories,Socks,Socks,Multi,Winter,2015,Casual,Lino Perros Men Pack of Five Striped Socks
15747,Men,Footwear,Shoes,Sports Shoes,White,Spring,2013,Sports,Nike Men Ballista SL White Sports Shoes
32959,Men,Apparel,Topwear,Tshirts,Purple,Summer,2012,Casual,Angry Birds Men Purple T-shirt
52080,Men,Apparel,Topwear,Tshirts,Navy Blue,Summer,2012,Casual,Myntra Men Navy Blue T-shirt
59468,Women,Accessories,Jewellery,Ring,Silver,Summer,2013,Casual,Lucera Silver Ring
45037,Men,Accessories,Watches,Watches,White,Winter,2016,Casual,Maxima Attivo Men White Dial Watch
4310,Unisex,Apparel,Topwear,Tshirts,Green,Summer,2011,Casual,Tantra Kid's Unisex Papa's Joy Green Kidswear
37417,Women,Accessories,Bags,Handbags,Silver,Summer,2012,Casual,Murcia Women Jute Silver Handbag
53152,Men,Apparel,Topwear,Shirts,Brown,Summer,2012,Formal,Mark Taylor Men Brown Shirt
14695,Men,Apparel,Bottomwear,Trousers,Black,Fall,2011,Casual,Basics Men Black Trousers
32165,Women,Accessories,Socks,Socks,Pink,Summer,2017,Casual,Playboy Women Playmate Pink Ankle Socks
56420,Women,Apparel,Innerwear,Bra,White,Winter,2015,Casual,Biara Women White Bra
10235,Men,Accessories,Watches,Watches,Black,Winter,2016,Casual,Carrera Men Hexagaon Dial Black Watches
1662,Men,Apparel,Topwear,Jackets,Navy Blue,Fall,2012,Sports,Nike Men Blue Windrunner Jacket
40545,Women,Accessories,Watches,Watches,Gold,Winter,2016,Casual,Titan Raga Women Gold Watch
48728,Women,Accessories,Jewellery,Earrings,Silver,Summer,2015,Casual,Lucera Women Silver Earrings
30632,Men,Apparel,Topwear,Tshirts,Yellow,Summer,2012,Sports,Nike Men Challenger Spiked Yellowish Green T-shirt
27685,Women,Accessories,Bags,Handbags,Purple,Winter,2015,Casual,Murcia Women Purple Handbag
18058,Women,Accessories,Wallets,Wallets,Purple,Winter,2015,Casual,Lino Perros Women Solid Purple Wallet
3135,Women,Footwear,Shoes,Heels,Gold,Winter,2015,Casual,Catwalk Women Heeded Golden Strap Black Heels
42212,Women,Apparel,Topwear,Tunics,Pink,Summer,2012,Casual,Sepia Women Pink Tunic
23225,Women,Apparel,Topwear,Kurtas,Pink,Fall,2011,Ethnic,Aneri Women Tibett Pink Kurta
17010,Women,Footwear,Shoes,Heels,Brown,Winter,2012,Formal,Rocia Women Brown Heels
18864,Men,Apparel,Topwear,Sweatshirts,Black,Fall,2011,Casual,Puma Men Sports Division Black Sweatshirt
34292,Women,Apparel,Topwear,Dupatta,Multi,Summer,2012,Ethnic,Fabindia Women Multi Coloured Chanderi Dupatta
6447,Women,Footwear,Flip Flops,Flip Flops,Black,Summer,2011,Casual,Lotto Women's Cross Color Black Pink Flip Flop
7595,Women,Footwear,Shoes,Sports Shoes,Blue,Summer,2011,Sports,Nike Women Ten Blue White Shoe
3909,Women,Apparel,Bottomwear,Capris,Red,Summer,2011,Casual,Urban Yoga Women Yoga Red Capri
51605,Women,Apparel,Bottomwear,Trousers,Black,Fall,2012,Casual,Kraus Jeans Women Black Trousers
13682,Women,Footwear,Shoes,Sports Shoes,Silver,Fall,2011,Sports,ADIDAS Women Duramo 3 Sports Shoes
54145,Women,Footwear,Shoes,Heels,Brown,Spring,2013,Casual,Rocia Women Brown Flats
3307,Men,Footwear,Shoes,Sports Shoes,Black,Spring,2011,Sports,Asics Men's Gel Phoenix 3 Black Silver Shoe
